AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
0.009747153148055077,-0.007691134233027697,0.0187680721282959,0.012201840057969093,-0.005652095191180706,0.014822692610323429
-0.0007532136514782906,-0.016521843150258064,0.0071877953596413136,-0.0233684703707695,-0.010793022811412811,0.004054808523505926
0.0005527602043002844,-0.003064202144742012,0.008670764043927193,-0.019718743860721588,-0.0062179830856621265,0.004339059814810753
-0.004887957591563463,-0.0018208425026386976,0.018255995586514473,-0.005460324231535196,-0.017212819308042526,-0.015193737111985683
-0.009495663456618786,0.012244297191500664,0.018790826201438904,-0.007210165727883577,-0.032519012689590454,0.012064947746694088
0.002720043994486332,-0.029518641531467438,-0.002686042571440339,-0.008294143714010715,-0.06597138196229935,-0.012666345573961735
-0.006809258833527565,0.0066530765034258366,-0.019652171060442924,-0.015051733702421188,-0.01655726693570614,0.016885794699192047
-0.0036349352449178696,-0.031002724543213844,-0.011274408549070358,-0.026062719523906708,0.004540883935987949,-0.03368953615427017
-0.005459399428218603,-0.007529662922024727,0.010115666314959526,-0.030824949964880943,-0.01278600376099348,-0.029170362278819084
-0.020864363759756088,-0.011119838804006577,-0.022837268188595772,-0.03920059651136398,0.015012968331575394,-0.03355071321129799
0.0035694632679224014,-0.05579157918691635,0.0536375492811203,-0.017391271889209747,-0.017843879759311676,-0.07998864352703094
-0.028386112302541733,-0.07061462104320526,0.09861079603433609,-0.015426291152834892,-0.08325067907571793,-0.12610571086406708
-0.06742052733898163,-0.18833231925964355,0.14594849944114685,0.075783871114254,-0.26984667778015137,-0.25329601764678955
-0.17444118857383728,-0.4783485233783722,0.1890849471092224,-0.6099463105201721,-0.1597445011138916,-0.3334525525569916
-0.23384878039360046,-0.8631789684295654,0.5966930985450745,-1.117573618888855,-0.10257139801979065,-1.1640852689743042
-0.47279319167137146,-0.8264750242233276,0.8663190603256226,-2.224984645843506,-0.13444072008132935,-1.9459338188171387
-0.6783803105354309,-0.8683516979217529,1.2074568271636963,-3.0124173164367676,-0.640031635761261,-2.6874778270721436
-0.8352652788162231,-0.8008249402046204,1.202276349067688,-3.021155595779419,-0.4947620630264282,-3.3164048194885254
-1.1498745679855347,-0.6424200534820557,1.3569531440734863,-4.548431873321533,-1.110642433166504,-4.257635593414307
-1.3179173469543457,-0.9139240980148315,2.0601072311401367,-5.3094940185546875,-1.2779719829559326,-5.789816856384277
-1.9028879404067993,-0.1521283984184265,2.2820332050323486,-5.218921661376953,-2.56465220451355,-7.380306720733643
-2.202150821685791,0.2061956524848938,2.712498426437378,-4.595609664916992,-3.2572131156921387,-7.7125244140625
-2.6511807441711426,1.2070462703704834,1.7096381187438965,-3.202871799468994,-4.400846481323242,-8.369126319885254
-2.933023691177368,2.058241367340088,0.5729507207870483,-3.930652618408203,-4.709991931915283,-6.798008918762207
-2.2671196460723877,1.6461129188537598,0.0853598415851593,-1.694106936454773,-3.2792820930480957,-6.767144680023193
-2.196425676345825,2.4581801891326904,-0.7475485801696777,-2.0207338333129883,-3.847944498062134,-3.217393159866333
-1.167461633682251,1.1508004665374756,-0.7811026573181152,-1.622574806213379,-2.455197811126709,-2.1207990646362305
-0.9531043171882629,1.08346688747406,-0.7922762632369995,1.1585702896118164,-1.1663923263549805,-1.0412718057632446
-0.3838619589805603,0.14092430472373962,-0.8488508462905884,0.13888220489025116,-0.12671172618865967,-0.7100375294685364
-0.046353958547115326,0.024768933653831482,-0.04504521191120148,-0.10995562374591827,0.35339227318763733,0.004971202462911606
0.13170722126960754,-0.17122329771518707,0.03140275180339813,0.07660985738039017,0.6708396673202515,0.36439213156700134
0.24358604848384857,-0.3597077429294586,0.05170029029250145,-0.5109224915504456,0.3932121992111206,0.21794505417346954
