AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
-0.00972402561455965,0.00993335247039795,0.00395304337143898,0.005899044685065746,9.813718497753143e-05,0.03404690697789192
-0.0022300761193037033,-0.02461325190961361,0.0020819492638111115,0.0009295546915382147,-0.00973019190132618,-0.012345632538199425
0.0033290600404143333,0.018487535417079926,-0.006904464680701494,0.024569500237703323,-0.02709074318408966,0.0083698695525527
0.00859818421304226,0.007028710097074509,0.00252352561801672,-0.024841023609042168,0.003802463412284851,-0.004558298736810684
-0.0012825422454625368,-0.008379356935620308,0.00125475088134408,0.043332282453775406,-0.025125686079263687,-0.03533398360013962
-0.006340433843433857,0.0008901804685592651,0.0009839496342465281,3.7591904401779175e-05,0.04021213948726654,0.03752382844686508
0.00834596436470747,0.009153742343187332,-0.0010242564603686333,0.08226597309112549,-0.024646954610943794,-0.013622334226965904
-0.020322639495134354,-0.025814885273575783,-0.014555313624441624,-0.03984636068344116,-0.008587258867919445,0.04177381098270416
-0.02723749540746212,-0.003493756987154484,-0.0017691580578684807,0.02128170244395733,0.004146800376474857,-0.037199947983026505
0.003796287579461932,-0.003951615188270807,0.008653156459331512,0.025430850684642792,0.03502054512500763,0.05465123802423477
-0.0025718940887600183,-0.019555389881134033,-0.008573454804718494,0.03251822292804718,-0.012678731232881546,-0.027109777554869652
-0.015320604667067528,-0.007002940867096186,0.0006579053588211536,-0.0212013628333807,0.0076977466233074665,0.011494176462292671
-0.06172329932451248,-0.021716201677918434,0.011541211977601051,-0.03446849063038826,0.07997629791498184,0.04282759875059128
-0.13319911062717438,-0.010946668684482574,0.014202564023435116,-0.028398672118782997,0.16622059047222137,0.16286925971508026
-0.20131486654281616,0.01137227937579155,0.0571439266204834,-0.000842556357383728,0.328924298286438,0.10406957566738129
-0.2702432870864868,0.1456896960735321,0.0962618961930275,0.17479434609413147,0.947013795375824,0.3161091208457947
-0.5791804790496826,0.37109535932540894,-0.039764173328876495,0.38832423090934753,0.9889378547668457,0.23518303036689758
-0.43336644768714905,0.47888267040252686,0.0036792010068893433,0.7599794864654541,1.5295506715774536,0.3110765814781189
-0.3588132858276367,0.49403297901153564,-0.03555567190051079,1.1055610179901123,1.972973108291626,-0.33281031250953674
-0.09017987549304962,0.5218639373779297,-0.08206788450479507,1.587097406387329,2.0075600147247314,-0.831795334815979
0.3935679793357849,0.46712273359298706,-0.15838657319545746,1.7717158794403076,1.636484146118164,-0.9231040477752686
0.8017418384552002,0.35523366928100586,-0.22996163368225098,2.0060057640075684,0.9962164163589478,-1.2184290885925293
1.0679469108581543,0.23372407257556915,-0.18027456104755402,2.221468687057495,-0.14033609628677368,-1.5699008703231812
0.9727632999420166,0.17861182987689972,-0.12345676124095917,2.0999069213867188,-0.5671266317367554,-0.7303712368011475
0.9044013023376465,-0.1478746086359024,0.1307242512702942,2.205219268798828,-1.3329523801803589,-0.9213086366653442
0.8554250001907349,-0.07061895728111267,0.28800371289253235,2.0061230659484863,-1.5738739967346191,-0.11761951446533203
0.7063267230987549,-0.28670239448547363,0.49389559030532837,1.6646069288253784,-1.8531830310821533,0.4543912410736084
0.4608161151409149,-0.36673304438591003,0.6319560408592224,1.4616878032684326,-2.1243362426757812,0.6327369213104248
0.49764686822891235,-0.44760268926620483,0.7679895162582397,0.856398344039917,-2.167149066925049,1.2527929544448853
0.22211408615112305,-0.5035887956619263,0.8846843838691711,-0.03343480825424194,-2.3397393226623535,1.0406383275985718
0.032863497734069824,-0.33395469188690186,0.7562046051025391,-0.5286758542060852,-2.103517532348633,1.380772352218628
-0.12060794234275818,-0.19740056991577148,0.6478388905525208,-0.767316460609436,-1.9440819025039673,1.6953799724578857
-0.11426582932472229,-0.11599238961935043,0.5937333703041077,-0.9774177670478821,-1.387352466583252,2.299689292907715
-0.26963090896606445,-0.2780275344848633,0.6114836931228638,-1.5063079595565796,-1.4133400917053223,1.9701215028762817
-0.33695873618125916,0.05713170766830444,0.35709068179130554,-1.3482091426849365,-0.9816003441810608,2.005124568939209
-0.19744643568992615,-0.0157465860247612,0.5427598357200623,-1.8738665580749512,-0.7064986824989319,1.9551310539245605
-0.6011098623275757,0.3572444021701813,0.24434936046600342,-1.6327614784240723,-0.14426690340042114,1.8215420246124268
-0.3352303206920624,-0.0035704001784324646,0.48323798179626465,-2.1032583713531494,0.4149285554885864,2.056068181991577
-0.6259926557540894,0.28374820947647095,0.14080758392810822,-1.579341173171997,0.8965960741043091,1.3132742643356323
-0.2768693268299103,0.2785758972167969,0.2997116148471832,-1.5816566944122314,0.9115796685218811,0.8622134327888489
-0.5690624713897705,0.667172908782959,-0.003996141254901886,-1.2385661602020264,1.5523942708969116,0.8727408647537231
-0.22759729623794556,0.4196183681488037,0.11161229014396667,-0.8664618134498596,1.6899676322937012,0.3856968879699707
-0.21704043447971344,0.7100152373313904,-0.08696002513170242,-0.46170949935913086,1.9176599979400635,0.03525439649820328
0.10176289081573486,0.433905690908432,-0.004316866397857666,0.08849650621414185,1.900529384613037,-0.044228166341781616
0.10269896686077118,0.4490593671798706,-0.2039022147655487,0.2200777530670166,1.8276796340942383,-0.5299994945526123
0.2784031331539154,0.26510030031204224,-0.0838460922241211,0.7666763663291931,1.661040186882019,-0.37728261947631836
0.5072342157363892,-0.04333338141441345,-0.03997357189655304,-2.1800613403320312,2.132049560546875,2.1244804859161377
0.23586617410182953,-0.15790417790412903,-0.023717239499092102,0.4193122088909149,1.559833288192749,-0.48094797134399414
0.3304777145385742,-0.16531169414520264,-0.07224466651678085,0.5938931703567505,0.5558613538742065,-0.587740421295166
0.2602595090866089,-0.24130019545555115,-0.11868172883987427,0.7014087438583374,0.8613975048065186,0.26287180185317993
0.31043288111686707,-0.1703488528728485,-0.053407326340675354,-0.13580220937728882,0.8671625852584839,-0.539182186126709
0.19551792740821838,-0.1357051432132721,-0.11964531987905502,-0.2941780090332031,0.27084144949913025,-0.004487432539463043
0.162834033370018,-0.000837184488773346,-0.08008621633052826,0.12571337819099426,-0.06299103796482086,-0.024624964222311974
0.11956021934747696,-0.098908931016922,-0.02984173782169819,-0.008978564292192459,-0.030531110242009163,0.1791188269853592
0.03831101953983307,-0.03616262599825859,-0.030566710978746414,0.2511855959892273,-0.22789235413074493,0.0026251114904880524
0.032307881861925125,0.0168408565223217,-0.01640235260128975,0.1295699030160904,-0.14640143513679504,0.20362581312656403
0.01881769485771656,-0.0035425936803221703,0.006217397749423981,-0.05481909215450287,-0.13364554941654205,0.21738584339618683
-0.01835039258003235,0.014291759580373764,0.021961361169815063,-0.06770134717226028,-0.10595771670341492,0.22950980067253113
-0.0636066198348999,0.007478978484869003,0.00013095606118440628,0.1046052798628807,-0.2035536766052246,0.051816828548908234
-0.0021671857684850693,0.04966689646244049,0.03608589619398117,0.018196118995547295,-0.06812918931245804,0.15950517356395721
